torna;datum;burkolat;eredmeny;gyoztes neve;gyoztes magassaga;gyoztes nemzetisege;gyoztes eletkora;vesztes neve;vesztes magassaga;vesztes nemzetisege;vesztes eletkora
Fed Cup WG R1: NED vs SVK;2015-02-07;Salak;6-3 6-4;Arantxa Rus;180;NED;24,14;Magdalena Rybarikova;180;SVK;26,33
Fed Cup WG R1: NED vs SVK;2015-02-07;Salak;6-1 2-6 6-1;Kiki Bertens;182;NED;23,15;Magdalena Rybarikova;180;SVK;26,33
Fed Cup WG R1: NED vs SVK;2015-02-07;Salak;6-3 2-6 6-4;Arantxa Rus;180;NED;24,14;Anna Karolina Schmiedlova;;SVK;20,39
Fed Cup WG R1: ARG vs USA;2015-02-07;Salak;6-3 6-2;Venus Williams;185;USA;34,63;Paula Ormaechea;;ARG;22,35
Fed Cup WG R1: ARG vs USA;2015-02-07;Salak;7-5 6-0;Serena Williams;175;USA;33,35;Maria Irigoyen;;ARG;27,61
Fed Cup WG R1: ARG vs USA;2015-02-07;Salak;6-4 6-4;Paula Ormaechea;;ARG;22,35;Coco Vandeweghe;185;USA;23,16
Fed Cup WG R1: ARG vs USA;2015-02-07;Salak;6-1 6-4;Venus Williams;185;USA;34,63;Maria Irigoyen;;ARG;27,61
Fed Cup WG PO: ITA vs USA;2015-04-18;Salak;7-6(5) 6-2;Serena Williams;175;USA;33,54;Camila Giorgi;168;ITA;23,29
Fed Cup WG PO: ITA vs USA;2015-04-18;Salak;6-1 6-2;Sara Errani;164;ITA;27,96;Lauren Davis;157;USA;21,51
Fed Cup WG PO: ITA vs USA;2015-04-18;Salak;4-6 7-6(3) 6-3;Serena Williams;175;USA;33,54;Sara Errani;164;ITA;27,96
Fed Cup WG PO: ITA vs USA;2015-04-18;Salak;6-1 6-1;Flavia Pennetta;172;ITA;33,13;Christina Mchale;170;USA;22,92
Fed Cup WG PO: NED vs AUS;2015-04-18;Salak;6-1 6-3;Kiki Bertens;182;NED;23,34;Jarmila Gajdosova;174;AUS;27,96
Fed Cup WG PO: NED vs AUS;2015-04-18;Salak;7-5 6-3;Casey Dellacqua;;AUS;30,17;Arantxa Rus;180;NED;24,33
Fed Cup WG PO: NED vs AUS;2015-04-18;Salak;6-2 6-3;Kiki Bertens;182;NED;23,34;Casey Dellacqua;;AUS;30,17
Fed Cup WG PO: NED vs AUS;2015-04-18;Salak;0-6 7-5 7-5;Arantxa Rus;180;NED;24,33;Jarmila Gajdosova;174;AUS;27,96
Fed Cup WG PO: SVK vs SWE;2015-04-18;Salak;6-3 6-3;Anna Karolina Schmiedlova;;SVK;20,58;Rebecca Peterson;;SWE;19,69
Fed Cup WG PO: SVK vs SWE;2015-04-18;Salak;6-2 6-0;Daniela Hantuchova;181;SVK;31,97;Susanne Celik;;SWE;20,35
Fed Cup WG PO: SVK vs SWE;2015-04-18;Salak;6-1 6-4;Anna Karolina Schmiedlova;;SVK;20,58;Ellen Allgurin;;SWE;20,93
Fed Cup WG PO: ARG vs ESP;2015-04-18;Salak;4-6 7-6(2) 6-1;Sara Sorribes Tormo;;ESP;18,51;Paula Ormaechea;;ARG;22,54
Fed Cup WG PO: ARG vs ESP;2015-04-18;Salak;6-0 6-1;Lara Arruabarrena;166;ESP;23,06;Maria Irigoyen;;ARG;27,80
Fed Cup WG PO: ARG vs ESP;2015-04-18;Salak;6-1 4-6 9-7;Lara Arruabarrena;166;ESP;23,06;Paula Ormaechea;;ARG;22,54
Fed Cup G3 PO: LTU vs MDA;2015-04-18;Salak;7-5 6-2;Akvile Parazinskaite;;LTU;18,37;Alexandra Perper;;MDA;23,71
Fed Cup G3 PO: LTU vs MDA;2015-04-18;Salak;6-1 6-4;Daniela Ciobanu;;MDA;20,10;Lina Stanciute;;LTU;29,18
Fed Cup G3 PO: GRE vs DEN;2015-04-18;Salak;7-5 3-6 7-6(4);Karen Barbat;;DEN;22,78;Despina Papamichail;;GRE;22,17
Fed Cup G3 PO: GRE vs DEN;2015-04-18;Salak;6-3 6-0;Caroline Wozniacki;177;DEN;24,76;Maria Sakkari;;GRE;19,72
Fed Cup G3 PO: ISL vs NAM;2015-04-17;Salak;6-1 6-4;Liniques Theron;;NAM;20,27;Anna Soffia Gronholm;;ISL;15,85
Fed Cup G3 PO: ISL vs NAM;2015-04-17;Salak;6-1 6-1;Lesedi Sheya Jacobs;;NAM;17,53;Hjordis Rosa Gudmundsdottir;;ISL;16,77
Fed Cup G3 PO: MNE vs ALG;2015-04-17;Salak;5-7 7-5 6-1;Amira Benaissa;;ALG;25,31;Nina Kalezic;;MNE;18,35
Fed Cup G3 PO: MNE vs ALG;2015-04-17;Salak;6-0 6-1;Ines Ibbou;;ALG;16,27;Kristina Samardzic;;MNE;18,14
Fed Cup G3 PO: CYP vs MKD;2015-04-18;Salak;7-5 6-2;Maria Siopacha;;CYP;18,28;Magdalena Stoilkovska;;MKD;19,00
Fed Cup G3 PO: CYP vs MKD;2015-04-18;Salak;6-2 6-0;Lina Gjorcheska;;MKD;20,69;Eliza Omirou;;CYP;15,63
Fed Cup G3 PO: ARM vs NOR;2015-04-17;Salak;6-0 6-0;Caroline Rohde Moe;;NOR;23,01;Lusine Chobanyan;;ARM;16,99
Fed Cup G3 PO: ARM vs NOR;2015-04-17;Salak;6-1 6-1;Melanie Stokke;;NOR;18,53;Ani Amiraghyan;;ARM;21,51
's Hertogenbosch;2015-06-08;Fű;6-4 1-6 6-4;Yaroslava Shvedova;180;KAZ;27,74;Eugenie Bouchard;;CAN;21,28
's Hertogenbosch;2015-06-08;Fű;6-4 7-6(5);Marina Erakovic;174;NZL;27,26;Carina Witthoeft;;GER;20,31
's Hertogenbosch;2015-06-08;Fű;7-5 6-4;Michaella Krajicek;177;NED;26,41;Oceane Dodin;;FRA;18,62
's Hertogenbosch;2015-06-08;Fű;7-5 6-2;Camila Giorgi;168;ITA;23,44;Irina Falconi;;USA;25,10
's Hertogenbosch;2015-06-08;Fű;7-6(1) 6-1;Coco Vandeweghe;185;USA;23,50;Cristina Andreea Mitu;;ROU;23,71
's Hertogenbosch;2015-06-08;Fű;6-4 6-2;Tatjana Maria;;GER;27,83;Katerina Siniakova;;CZE;19,08
's Hertogenbosch;2015-06-08;Fű;7-6(7) 6-1;Kiki Bertens;182;NED;23,49;Shuai Zhang;;CHN;26,38
's Hertogenbosch;2015-06-08;Fű;6-2 7-6(4);Anastasia Pavlyuchenkova;177;RUS;23,93;Maria Sanchez;;USA;25,53
's Hertogenbosch;2015-06-08;Fű;7-6(4) 4-6 6-2;Kristina Mladenovic;184;FRA;22,07;Timea Babos;179;HUN;22,08
's Hertogenbosch;2015-06-08;Fű;1-6 7-6(4) 6-4;Kurumi Nara;;JPN;23,44;Kirsten Flipkens;165;BEL;29,41
's Hertogenbosch;2015-06-08;Fű;7-5 6-3;Alison Van Uytvanck;;BEL;21,20;Evgeniya Rodina;;RUS;26,34
's Hertogenbosch;2015-06-08;Fű;6-2 7-6(3);Belinda Bencic;;SUI;18,25;Jessica Pegula;;USA;21,28
's Hertogenbosch;2015-06-08;Fű;6-4 6-1;Klara Koukalova;166;CZE;33,28;Johanna Larsson;174;SWE;26,81
's Hertogenbosch;2015-06-08;Fű;6-2 6-4;Annika Beck;170;GER;21,31;Urszula Radwanska;177;POL;24,50
's Hertogenbosch;2015-06-08;Fű;6-2 2-6 6-3;Andrea Hlavackova;174;CZE;28,83;Lesia Tsurenko;174;UKR;26,02
's Hertogenbosch;2015-06-08;Fű;7-5 6-4;Jelena Jankovic;177;SRB;30,27;Tereza Smitkova;;CZE;20,66
's Hertogenbosch;2015-06-08;Fű;6-4 6-4;Yaroslava Shvedova;180;KAZ;27,74;Marina Erakovic;174;NZL;27,26
's Hertogenbosch;2015-06-08;Fű;6-7(2) 6-2 6-4;Camila Giorgi;168;ITA;23,44;Michaella Krajicek;177;NED;26,41
's Hertogenbosch;2015-06-08;Fű;7-5 6-4;Coco Vandeweghe;185;USA;23,50;Tatjana Maria;;GER;27,83
's Hertogenbosch;2015-06-08;Fű;6-2 6-2;Kiki Bertens;182;NED;23,49;Anastasia Pavlyuchenkova;177;RUS;23,93
's Hertogenbosch;2015-06-08;Fű;6-7(4) 6-3 6-3;Kristina Mladenovic;184;FRA;22,07;Kurumi Nara;;JPN;23,44
's Hertogenbosch;2015-06-08;Fű;6-3 6-2;Belinda Bencic;;SUI;18,25;Alison Van Uytvanck;;BEL;21,20
's Hertogenbosch;2015-06-08;Fű;6-4 6-4;Annika Beck;170;GER;21,31;Klara Koukalova;166;CZE;33,28
's Hertogenbosch;2015-06-08;Fű;6-1 6-4;Jelena Jankovic;177;SRB;30,27;Andrea Hlavackova;174;CZE;28,83
's Hertogenbosch;2015-06-08;Fű;4-6 6-3 7-6(9);Camila Giorgi;168;ITA;23,44;Yaroslava Shvedova;180;KAZ;27,74
's Hertogenbosch;2015-06-08;Fű;6-4 6-1;Kiki Bertens;182;NED;23,49;Coco Vandeweghe;185;USA;23,50
's Hertogenbosch;2015-06-08;Fű;7-6(4) 6-7(4) 7-5;Belinda Bencic;;SUI;18,25;Kristina Mladenovic;184;FRA;22,07
's Hertogenbosch;2015-06-08;Fű;6-4 6-1;Jelena Jankovic;177;SRB;30,27;Annika Beck;170;GER;21,31
's Hertogenbosch;2015-06-08;Fű;6-2 6-4;Camila Giorgi;168;ITA;23,44;Kiki Bertens;182;NED;23,49
's Hertogenbosch;2015-06-08;Fű;6-3 6-3;Belinda Bencic;;SUI;18,25;Jelena Jankovic;177;SRB;30,27
's Hertogenbosch;2015-06-08;Fű;7-5 6-3;Camila Giorgi;168;ITA;23,44;Belinda Bencic;;SUI;18,25
Aegon Open Nottingham;2015-06-08;Fű;6-0 6-3;Agnieszka Radwanska;170;POL;26,26;Alla Kudryavtseva;;RUS;27,59
Aegon Open Nottingham;2015-06-08;Fű;6-4 6-3;Christina Mchale;170;USA;23,07;Jarmila Gajdosova;174;AUS;28,12
Aegon Open Nottingham;2015-06-08;Fű;6-2 4-6 7-6(4);Magda Linette;;POL;23,32;Daniela Hantuchova;181;SVK;32,13
Aegon Open Nottingham;2015-06-08;Fű;4-6 7-6(1) 7-5;Lauren Davis;157;USA;21,66;Ajla Tomljanovic;;CRO;22,09
Aegon Open Nottingham;2015-06-08;Fű;4-6 6-3 6-1;Monica Niculescu;168;ROU;27,70;Varvara Lepchenko;180;USA;29,05
Aegon Open Nottingham;2015-06-08;Fű;6-1 6-2;Olga Govortsova;182;BLR;26,79;Katy Dunne;;GBR;20,31
Aegon Open Nottingham;2015-06-08;Fű;7-6(5) 7-6(5);Monica Puig;;PUR;21,69;Lucie Hradecka;177;CZE;30,05
Aegon Open Nottingham;2015-06-08;Fű;6-3 6-3;Johanna Konta;;GBR;24,06;Magdalena Rybarikova;180;SVK;26,67
Aegon Open Nottingham;2015-06-08;Fű;6-3 6-4;Alison Riske;;USA;24,93;Saisai Zheng;;CHN;21,34
Aegon Open Nottingham;2015-06-08;Fű;6-0 4-6 6-3;Mirjana Lucic;;CRO;33,25;Stefanie Voegele;170;SUI;25,25
Aegon Open Nottingham;2015-06-08;Fű;6-1 3-6 6-4;Bojana Jovanovski;175;SRB;23,44;Nicole Gibbs;;USA;22,26
Aegon Open Nottingham;2015-06-08;Fű;6-4 6-2;Yanina Wickmayer;182;BEL;25,63;Karin Knapp;180;ITA;27,95
Aegon Open Nottingham;2015-06-08;Fű;7-5 6-3;Casey Dellacqua;;AUS;30,32;Sesil Karatantcheva;171;KAZ;25,83
Aegon Open Nottingham;2015-06-08;Fű;6-0 6-3;Ana Konjuh;;CRO;17,45;Shelby Rogers;;USA;22,65
Aegon Open Nottingham;2015-06-08;Fű;7-6(2) 7-5;Sachia Vickery;;USA;20,08;Qiang Wang;;CHN;23,40
Aegon Open Nottingham;2015-06-08;Fű;7-6(5) 7-6(6);Zarina Diyas;;KAZ;21,64;Francesca Schiavone;166;ITA;34,96
Aegon Open Nottingham;2015-06-08;Fű;6-3 6-1;Agnieszka Radwanska;170;POL;26,26;Christina Mchale;170;USA;23,07
Aegon Open Nottingham;2015-06-08;Fű;5-7 7-6(13) 6-2;Lauren Davis;157;USA;21,66;Magda Linette;;POL;23,32
Aegon Open Nottingham;2015-06-08;Fű;2-6 7-5 7-5;Monica Niculescu;168;ROU;27,70;Olga Govortsova;182;BLR;26,79
Aegon Open Nottingham;2015-06-08;Fű;4-6 6-4 7-6(5);Johanna Konta;;GBR;24,06;Monica Puig;;PUR;21,69
Aegon Open Nottingham;2015-06-08;Fű;6-3 6-4;Alison Riske;;USA;24,93;Mirjana Lucic;;CRO;33,25
Aegon Open Nottingham;2015-06-08;Fű;6-0 6-4;Yanina Wickmayer;182;BEL;25,63;Bojana Jovanovski;175;SRB;23,44
Aegon Open Nottingham;2015-06-08;Fű;6-4 6-2;Ana Konjuh;;CRO;17,45;Casey Dellacqua;;AUS;30,32
Aegon Open Nottingham;2015-06-08;Fű;4-6 7-6(5) 6-1;Sachia Vickery;;USA;20,08;Zarina Diyas;;KAZ;21,64
Aegon Open Nottingham;2015-06-08;Fű;6-2 6-2;Agnieszka Radwanska;170;POL;26,26;Lauren Davis;157;USA;21,66
Aegon Open Nottingham;2015-06-08;Fű;6-2 2-6 6-2;Monica Niculescu;168;ROU;27,70;Johanna Konta;;GBR;24,06
Aegon Open Nottingham;2015-06-08;Fű;6-2 2-0 RET;Alison Riske;;USA;24,93;Yanina Wickmayer;182;BEL;25,63
Aegon Open Nottingham;2015-06-08;Fű;6-2 6-2;Ana Konjuh;;CRO;17,45;Sachia Vickery;;USA;20,08
Aegon Open Nottingham;2015-06-08;Fű;5-7 6-4 6-0;Monica Niculescu;168;ROU;27,70;Agnieszka Radwanska;170;POL;26,26
Aegon Open Nottingham;2015-06-08;Fű;6-4 6-3;Ana Konjuh;;CRO;17,45;Alison Riske;;USA;24,93
Aegon Open Nottingham;2015-06-08;Fű;1-6 6-4 6-2;Ana Konjuh;;CRO;17,45;Monica Niculescu;168;ROU;27,70
Birmingham;2015-06-15;Fű;6-3 6-4;Naomi Broady;;GBR;25,29;Ajla Tomljanovic;;CRO;22,11
Birmingham;2015-06-15;Fű;7-5 6-3;Klara Koukalova;166;CZE;33,30;Coco Vandeweghe;185;USA;23,52
Birmingham;2015-06-15;Fű;6-2 2-6 7-6(6);Caroline Garcia;;FRA;21,66;Tatjana Maria;;GER;27,85
Birmingham;2015-06-15;Fű;6-2 3-6 6-2;Barbora Zahlavova Strycova;164;CZE;29,22;Monica Niculescu;168;ROU;27,72
Birmingham;2015-06-15;Fű;6-4 6-3;Lucie Hradecka;177;CZE;30,07;Lesia Tsurenko;174;UKR;26,04
Birmingham;2015-06-15;Fű;6-3 7-6(7);Kristina Mladenovic;184;FRA;22,09;Alison Riske;;USA;24,95
Birmingham;2015-06-15;Fű;6-2 6-7(5) 7-6(5);Timea Babos;179;HUN;22,10;Roberta Vinci;163;ITA;32,32
Birmingham;2015-06-15;Fű;7-6(5) 6-4;Aleksandra Krunic;;SRB;22,25;Heather Watson;170;GBR;23,07
Birmingham;2015-06-15;Fű;7-6(4) 5-7 6-2;Svetlana Kuznetsova;174;RUS;29,97;Karin Knapp;180;ITA;27,96
Birmingham;2015-06-15;Fű;7-6(7) 6-4;Victoria Azarenka;180;BLR;25,87;Varvara Lepchenko;180;USA;29,07
Birmingham;2015-06-15;Fű;7-6(7) 7-6(5);Zarina Diyas;;KAZ;21,66;Kateryna Bondarenko;175;UKR;28,85
Birmingham;2015-06-15;Fű;6-1 6-3;Johanna Konta;;GBR;24,08;Jarmila Gajdosova;174;AUS;28,14
Birmingham;2015-06-15;Fű;6-3 7-6(3);Katerina Siniakova;;CZE;19,10;Kurumi Nara;;JPN;23,46
Birmingham;2015-06-15;Fű;6-4 6-1;Misaki Doi;159;JPN;24,13;Monica Puig;;PUR;21,71
Birmingham;2015-06-15;Fű;4-6 6-2 6-2;Christina Mchale;170;USA;23,09;Alize Cornet;173;FRA;25,39
Birmingham;2015-06-15;Fű;6-4 6-4;Jelena Jankovic;177;SRB;30,29;Tereza Smitkova;;CZE;20,68
Birmingham;2015-06-15;Fű;6-4 6-1;Casey Dellacqua;;AUS;30,34;Lauren Davis;157;USA;21,68
Birmingham;2015-06-15;Fű;6-2 6-2;Tsvetana Pironkova;180;BUL;27,75;Katie Swan;;GBR;16,23
Birmingham;2015-06-15;Fű;7-5 6-3;Belinda Bencic;;SUI;18,26;Mirjana Lucic;;CRO;33,27
Birmingham;2015-06-15;Fű;6-2 6-3;Anna Karolina Schmiedlova;;SVK;20,75;Bojana Jovanovski;175;SRB;23,46
Birmingham;2015-06-15;Fű;6-3 6-1;Magdalena Rybarikova;180;SVK;26,69;Garbine Muguruza;182;ESP;21,68
Birmingham;2015-06-15;Fű;4-6 7-6(10) 6-4;Daniela Hantuchova;181;SVK;32,15;Irina Camelia Begu;181;ROU;24,80
Birmingham;2015-06-15;Fű;6-4 6-2;Marina Erakovic;174;NZL;27,27;Petra Cetkovska;172;CZE;30,35
Birmingham;2015-06-15;Fű;6-3 6-2;Michelle Larcher De Brito;165;POR;22,37;Saisai Zheng;;CHN;21,36
Birmingham;2015-06-15;Fű;6-4 6-2;Simona Halep;168;ROU;23,72;Naomi Broady;;GBR;25,29
Birmingham;2015-06-15;Fű;6-3 6-0;Klara Koukalova;166;CZE;33,30;Caroline Garcia;;FRA;21,66
Birmingham;2015-06-15;Fű;6-3 6-4;Barbora Zahlavova Strycova;164;CZE;29,22;Lucie Hradecka;177;CZE;30,07
Birmingham;2015-06-15;Fű;6-3 4-6 6-0;Kristina Mladenovic;184;FRA;22,09;Eugenie Bouchard;;CAN;21,30
Birmingham;2015-06-15;Fű;6-2 3-6 6-4;Carla Suarez Navarro;162;ESP;26,78;Timea Babos;179;HUN;22,10
Birmingham;2015-06-15;Fű;6-2 6-1;Svetlana Kuznetsova;174;RUS;29,97;Aleksandra Krunic;;SRB;22,25
Birmingham;2015-06-15;Fű;W/O;Zarina Diyas;;KAZ;21,66;Victoria Azarenka;180;BLR;25,87
Birmingham;2015-06-15;Fű;3-6 6-3 6-4;Karolina Pliskova;184;CZE;23,23;Johanna Konta;;GBR;24,08
Birmingham;2015-06-15;Fű;4-6 6-1 7-6(4);Katerina Siniakova;;CZE;19,10;Andrea Petkovic;180;GER;27,76
Birmingham;2015-06-15;Fű;6-3 6-4;Christina Mchale;170;USA;23,09;Misaki Doi;159;JPN;24,13
Birmingham;2015-06-15;Fű;7-6(11) 6-3;Jelena Jankovic;177;SRB;30,29;Casey Dellacqua;;AUS;30,34
Birmingham;2015-06-15;Fű;6-4 2-6 6-4;Angelique Kerber;173;GER;27,41;Tsvetana Pironkova;180;BUL;27,75
Birmingham;2015-06-15;Fű;6-1 7-6(4);Sabine Lisicki;178;GER;25,73;Belinda Bencic;;SUI;18,26
Birmingham;2015-06-15;Fű;7-6(0) 6-1;Magdalena Rybarikova;180;SVK;26,69;Anna Karolina Schmiedlova;;SVK;20,75
Birmingham;2015-06-15;Fű;7-6(6) 6-4;Daniela Hantuchova;181;SVK;32,15;Marina Erakovic;174;NZL;27,27
Birmingham;2015-06-15;Fű;6-4 3-6 7-6(6);Michelle Larcher De Brito;165;POR;22,37;Ana Ivanovic;183;SRB;27,61
Birmingham;2015-06-15;Fű;6-1 6-3;Simona Halep;168;ROU;23,72;Klara Koukalova;166;CZE;33,30
Birmingham;2015-06-15;Fű;7-6(4) 6-2;Kristina Mladenovic;184;FRA;22,09;Barbora Zahlavova Strycova;164;CZE;29,22
Birmingham;2015-06-15;Fű;6-3 6-4;Carla Suarez Navarro;162;ESP;26,78;Svetlana Kuznetsova;174;RUS;29,97
Birmingham;2015-06-15;Fű;6-2 6-2;Karolina Pliskova;184;CZE;23,23;Zarina Diyas;;KAZ;21,66
Birmingham;2015-06-15;Fű;6-4 6-0;Katerina Siniakova;;CZE;19,10;Christina Mchale;170;USA;23,09
Birmingham;2015-06-15;Fű;6-4 6-2;Angelique Kerber;173;GER;27,41;Jelena Jankovic;177;SRB;30,29
Birmingham;2015-06-15;Fű;7-6(7) 6-4;Sabine Lisicki;178;GER;25,73;Magdalena Rybarikova;180;SVK;26,69
Birmingham;2015-06-15;Fű;6-4 7-5;Daniela Hantuchova;181;SVK;32,15;Michelle Larcher De Brito;165;POR;22,37
Birmingham;2015-06-15;Fű;2-6 6-0 7-6(4);Kristina Mladenovic;184;FRA;22,09;Simona Halep;168;ROU;23,72
Birmingham;2015-06-15;Fű;6-2 6-2;Karolina Pliskova;184;CZE;23,23;Carla Suarez Navarro;162;ESP;26,78
Birmingham;2015-06-15;Fű;6-2 6-4;Angelique Kerber;173;GER;27,41;Katerina Siniakova;;CZE;19,10
Birmingham;2015-06-15;Fű;7-6(2) 6-2;Sabine Lisicki;178;GER;25,73;Daniela Hantuchova;181;SVK;32,15
Birmingham;2015-06-15;Fű;6-2 7-6(6);Karolina Pliskova;184;CZE;23,23;Kristina Mladenovic;184;FRA;22,09
Birmingham;2015-06-15;Fű;6-3 6-3;Angelique Kerber;173;GER;27,41;Sabine Lisicki;178;GER;25,73
Birmingham;2015-06-15;Fű;6-7(5) 6-3 7-6(4);Angelique Kerber;173;GER;27,41;Karolina Pliskova;184;CZE;23,23
Eastbourne;2015-06-22;Fű;6-2 6-3;Camila Giorgi;168;ITA;23,48;Christina Mchale;170;USA;23,11
Eastbourne;2015-06-22;Fű;6-4 6-2;Barbora Zahlavova Strycova;164;CZE;29,23;Irina Camelia Begu;181;ROU;24,82
Eastbourne;2015-06-22;Fű;7-6(5) 6-2;Heather Watson;170;GBR;23,09;Varvara Lepchenko;180;USA;29,09
Eastbourne;2015-06-22;Fű;3-6 6-3 7-6(4);Sloane Stephens;170;USA;22,26;Naomi Broady;;GBR;25,31
Eastbourne;2015-06-22;Fű;6-1 6-3;Dominika Cibulkova;161;SVK;26,13;Harriet Dart;;GBR;18,90
Eastbourne;2015-06-22;Fű;6-2 6-2;Tsvetana Pironkova;180;BUL;27,77;Marina Erakovic;174;NZL;27,29
Eastbourne;2015-06-22;Fű;6-1 6-1;Irina Falconi;;USA;25,13;Alexandra Dulgheru;;ROU;26,06
Eastbourne;2015-06-22;Fű;6-2 6-4;Casey Dellacqua;;AUS;30,36;Anna Karolina Schmiedlova;;SVK;20,77
Eastbourne;2015-06-22;Fű;6-0 6-3;Alison Riske;;USA;24,97;Alize Cornet;173;FRA;25,41
Eastbourne;2015-06-22;Fű;6-4 7-6(7);Belinda Bencic;;SUI;18,28;Mona Barthel;185;GER;24,95
Eastbourne;2015-06-22;Fű;7-5 6-4;Polona Hercog;182;SLO;24,42;Madison Brengle;;USA;25,22
Eastbourne;2015-06-22;Fű;6-3 6-2;Johanna Konta;;GBR;24,10;Zarina Diyas;;KAZ;21,68
Eastbourne;2015-06-22;Fű;6-7(3) 6-1 6-1;Coco Vandeweghe;185;USA;23,54;Johanna Larsson;174;SWE;26,84
Eastbourne;2015-06-22;Fű;6-2 6-2;Caroline Garcia;;FRA;21,68;Roberta Vinci;163;ITA;32,34
Eastbourne;2015-06-22;Fű;7-6(5) 6-4;Svetlana Kuznetsova;174;RUS;29,98;Magdalena Rybarikova;180;SVK;26,71
Eastbourne;2015-06-22;Fű;2-6 6-2 6-1;Jarmila Gajdosova;174;AUS;28,16;Lauren Davis;157;USA;21,70
Eastbourne;2015-06-22;Fű;3-6 7-6(6) 6-3;Daria Gavrilova;;RUS;21,30;Camila Giorgi;168;ITA;23,48
Eastbourne;2015-06-22;Fű;6-2 6-7(1) 7-6(7);Sara Errani;164;ITA;28,15;Barbora Zahlavova Strycova;164;CZE;29,23
Eastbourne;2015-06-22;Fű;3-6 7-5 6-4;Heather Watson;170;GBR;23,09;Elina Svitolina;174;UKR;20,77
Eastbourne;2015-06-22;Fű;6-1 7-5;Sloane Stephens;170;USA;22,26;Carla Suarez Navarro;162;ESP;26,80
Eastbourne;2015-06-22;Fű;7-6(7) 6-4;Dominika Cibulkova;161;SVK;26,13;Lucie Safarova;177;CZE;28,38
Eastbourne;2015-06-22;Fű;7-5 7-6(0);Tsvetana Pironkova;180;BUL;27,77;Samantha Stosur;172;AUS;31,23
Eastbourne;2015-06-22;Fű;6-0 6-2;Agnieszka Radwanska;170;POL;26,29;Irina Falconi;;USA;25,13
Eastbourne;2015-06-22;Fű;6-4 7-5;Karolina Pliskova;184;CZE;23,25;Casey Dellacqua;;AUS;30,36
Eastbourne;2015-06-22;Fű;7-6(5) 6-3;Eugenie Bouchard;;CAN;21,32;Alison Riske;;USA;24,97
Eastbourne;2015-06-22;Fű;6-2 6-2;Belinda Bencic;;SUI;18,28;Madison Keys;178;USA;20,34
Eastbourne;2015-06-22;Fű;5-7 6-3 6-0;Garbine Muguruza;182;ESP;21,70;Polona Hercog;182;SLO;24,42
Eastbourne;2015-06-22;Fű;6-2 6-4;Johanna Konta;;GBR;24,10;Ekaterina Makarova;178;RUS;27,04
Eastbourne;2015-06-22;Fű;7-5 2-6 6-1;Coco Vandeweghe;185;USA;23,54;Monica Niculescu;168;ROU;27,74
Eastbourne;2015-06-22;Fű;6-2 6-4;Andrea Petkovic;180;GER;27,78;Caroline Garcia;;FRA;21,68
Eastbourne;2015-06-22;Fű;6-3 6-4;Svetlana Kuznetsova;174;RUS;29,98;Flavia Pennetta;172;ITA;33,32
Eastbourne;2015-06-22;Fű;7-6(4) 6-2;Caroline Wozniacki;177;DEN;24,95;Jarmila Gajdosova;174;AUS;28,16
Eastbourne;2015-06-22;Fű;6-1 5-7 6-2;Daria Gavrilova;;RUS;21,30;Sara Errani;164;ITA;28,15
Eastbourne;2015-06-22;Fű;6-2 6-3;Sloane Stephens;170;USA;22,26;Heather Watson;170;GBR;23,09
Eastbourne;2015-06-22;Fű;6-7(4) 6-4 6-1;Tsvetana Pironkova;180;BUL;27,77;Dominika Cibulkova;161;SVK;26,13
Eastbourne;2015-06-22;Fű;6-2 6-1;Agnieszka Radwanska;170;POL;26,29;Karolina Pliskova;184;CZE;23,25
Eastbourne;2015-06-22;Fű;6-4 3-0 RET;Belinda Bencic;;SUI;18,28;Eugenie Bouchard;;CAN;21,32
Eastbourne;2015-06-22;Fű;6-4 4-6 6-3;Johanna Konta;;GBR;24,10;Garbine Muguruza;182;ESP;21,70
Eastbourne;2015-06-22;Fű;6-3 6-4;Andrea Petkovic;180;GER;27,78;Coco Vandeweghe;185;USA;23,54
Eastbourne;2015-06-22;Fű;6-7(3) 6-3 6-1;Caroline Wozniacki;177;DEN;24,95;Svetlana Kuznetsova;174;RUS;29,98
Eastbourne;2015-06-22;Fű;W/O;Sloane Stephens;170;USA;22,26;Daria Gavrilova;;RUS;21,30
Eastbourne;2015-06-22;Fű;6-2 6-2;Agnieszka Radwanska;170;POL;26,29;Tsvetana Pironkova;180;BUL;27,77
Eastbourne;2015-06-22;Fű;2-6 6-0 6-3;Belinda Bencic;;SUI;18,28;Johanna Konta;;GBR;24,10
Eastbourne;2015-06-22;Fű;7-5 6-1;Caroline Wozniacki;177;DEN;24,95;Andrea Petkovic;180;GER;27,78
Eastbourne;2015-06-22;Fű;6-1 6-7(3) 6-2;Agnieszka Radwanska;170;POL;26,29;Sloane Stephens;170;USA;22,26
Eastbourne;2015-06-22;Fű;3-0 RET;Belinda Bencic;;SUI;18,28;Caroline Wozniacki;177;DEN;24,95
Eastbourne;2015-06-22;Fű;6-4 4-6 6-0;Belinda Bencic;;SUI;18,28;Agnieszka Radwanska;170;POL;26,29
Wimbledon;2015-06-29;Fű;6-4 6-1;Serena Williams;175;USA;33,75;Margarita Gasparyan;;RUS;20,82
Wimbledon;2015-06-29;Fű;7-6(4) 6-3;Timea Babos;179;HUN;22,14;Petra Cetkovska;172;CZE;30,38
